Team ID,Team Name,League,Player ID,Player Name,Position,Position Rank,Height,Weight,overall_rating,potential_rating,stat
649,Kerala Blasters FC,Indian Super League,26,Bijoy Varghese,Center Back,#34,61.32,174,50,60,"1,181"
649,Kerala Blasters FC,Indian Super League,27,Givson Singh,Center Attacking Midfielder,#11,68.4,135,49,62,"1,402"
649,Kerala Blasters FC,Indian Super League,28,M. Khan,Goalkeeper,#78,74.4,176,48,61,827
650,Bengaluru FC,Indian Super League,1,Roy Krishna,Right Midfielder,#22,68.4,154,68,68,"1,946"
650,Bengaluru FC,Indian Super League,2,Javi Hernández,Center Attacking Midfielder,#10,72,174,67,67,"1,735"
650,Bengaluru FC,Indian Super League,3,Bruno Ramires,Center Defensive Midfielder,#6,75.6,179,65,65,"1,699"
650,Bengaluru FC,Indian Super League,4,Alan Costa,Center Back,#5,78,190,64,64,"1,438"
650,Bengaluru FC,Indian Super League,5,Sunil Chhetri,Striker,#11,68.4,152,64,64,"1,770"
650,Bengaluru FC,Indian Super League,6,Prince Ibara,Striker,#9,76.8,192,63,64,"1,470"
650,Bengaluru FC,Indian Super League,7,Sandesh Jhingan,Center Back,#3,74.4,176,63,64,"1,448"
650,Bengaluru FC,Indian Super League,8,A. Jovanović,Center Back,#4,78,183,63,63,"1,434"
650,Bengaluru FC,Indian Super League,9,G. Singh Sandhu,Goalkeeper,#1,79.2,203,62,62,"1,091"
650,Bengaluru FC,Indian Super League,10,Udanta Singh,Right Wing,#21,68.4,146,58,59,"1,563"
650,Bengaluru FC,Indian Super League,11,Roshan Singh,Left Midfielder,#32,69.6,150,57,64,"1,588"
650,Bengaluru FC,Indian Super League,12,Prabir Das,Right Back,#33,68.4,148,57,57,"1,618"
650,Bengaluru FC,Indian Super League,13,Suresh Wangjam,Center Defensive Midfielder,#8,66,143,55,65,"1,513"
650,Bengaluru FC,Indian Super League,14,Hira Mondal,Left Back,#20,67.2,143,55,58,"1,451"
650,Bengaluru FC,Indian Super League,15,Danish Farooq,Right Midfielder,#12,73.2,165,55,56,"1,489"
650,Bengaluru FC,Indian Super League,16,Faisal Ali,Right Midfielder,#19,61.32,165,54,62,"1,445"
650,Bengaluru FC,Indian Super League,17,Parag Shrivas,Right Back,#14,61.32,161,54,58,"1,366"
650,Bengaluru FC,Indian Super League,18,Jayesh Rane,Right Midfielder,#7,70.8,150,54,54,"1,494"
650,Bengaluru FC,Indian Super League,19,Lara Sharma,Goalkeeper,#30,78,176,53,62,836
650,Bengaluru FC,Indian Super League,20,W. Muirang,Center Back,#18,72,168,51,60,"1,174"
650,Bengaluru FC,Indian Super League,21,Rohit Kumar,Center Back,#15,72,165,51,56,"1,390"
650,Bengaluru FC,Indian Super League,22,Amrit Gope,Goalkeeper,#29,61.32,176,50,59,849
650,Bengaluru FC,Indian Super League,23,Leon Augustine,Right Midfielder,#31,66,135,50,58,"1,327"
650,Bengaluru FC,Indian Super League,24,D. Lyngdoh,Center Attacking Midfielder,#40,69.6,150,49,64,"1,307"
650,Bengaluru FC,Indian Super League,25,Sharon Padattil,Goalkeeper,#43,72,172,49,58,812
650,Bengaluru FC,Indian Super League,26,H. Singh,Striker,#16,70.8,157,48,56,"1,193"
650,Bengaluru FC,Indian Super League,27,Namgyal Bhutia,Right Midfielder,#25,69.6,143,48,55,"1,381"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,1,Chris Forrester,Center Midfielder,#8,61.32,152,66,66,"1,889"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,2,Eoin Doyle,Striker,#9,72,161,65,65,"1,691"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,3,Joe Redmond,Center Back,#4,72,165,64,69,"1,486"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,4,Billy King,Center Attacking Midfielder,#15,70.8,150,63,63,"1,586"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,5,Barry Cotter,Left Wing Back,#2,72,172,62,68,"1,672"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,6,Tom Grivosti,Center Back,#5,74.4,159,62,67,"1,477"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,7,A. O'Reilly,Right Wing Back,#16,67.2,150,61,67,"1,742"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,8,Anthony Breslin,Left Back,#19,61.2,161,61,64,"1,583"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,9,Jamie Lennon,Center Midfielder,#6,61.2,163,61,64,"1,658"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,10,Paddy Barrett,Center Back,#29,72,198,61,61,"1,454"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,11,Danny Rogers,Goalkeeper,#21,73.2,170,61,61,"1,128"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,12,Serge Atakayi,Right Midfielder,#7,68.4,143,60,64,"1,521"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,13,Ronan Coughlan,Striker,#10,61.2,165,60,63,"1,567"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,14,Ian Bermingham,Left Back,#3,61.2,161,60,60,"1,639"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,15,Tunde Owolabi,Striker,#45,61.2,154,60,60,"1,591"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,16,Harry Brockbank,Center Back,#12,61.32,161,59,64,"1,475"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,17,David Odumosu,Goalkeeper,#23,73.2,176,58,65,"1,119"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,18,T. Timmermans,Right Midfielder,#25,72,174,58,63,"1,536"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,19,Mark Doyle,Striker,#14,72,154,58,62,"1,577"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,20,Ben McCormack,Center Attacking Midfielder,#18,61.2,137,57,67,"1,603"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,21,Ben Curtis,Center Back,#24,72,161,56,67,"1,331"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,22,J. McClelland,Center Attacking Midfielder,#11,70.8,154,56,57,"1,576"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,23,Adam Murphy,Right Midfielder,#34,70.8,161,55,74,"1,584"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,24,Kyle Robinson,Striker,#33,72,161,55,63,"1,418"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,25,Ross Fay,Right Midfielder,#30,67.2,157,52,60,"1,519"
651,St. Patrick’s Athletic,Rep. Ireland Premier Division,26,Darius Lipsiuc,Center Attacking Midfielder,#32,72,146,51,65,"1,391"
652,Helsingborgs IF,Swedish Allsvenskan,1,Thomas Rogne,Center Back,#44,76.8,181,67,67,"1,492"
652,Helsingborgs IF,Swedish Allsvenskan,2,Abdul Khalili,Center Midfielder,#19,61.32,168,67,67,"1,888"
652,Helsingborgs IF,Swedish Allsvenskan,3,Taha Abdi Ali,Right Midfielder,#11,70.8,139,66,70,"1,560"
652,Helsingborgs IF,Swedish Allsvenskan,4,Rasmus Jönsson,Center Forward,#10,76.8,161,66,66,"1,665"
652,Helsingborgs IF,Swedish Allsvenskan,5,A. Landgren,Center Defensive Midfielder,#6,70.8,163,65,65,"1,785"
652,Helsingborgs IF,Swedish Allsvenskan,6,A. Lindegaard,Goalkeeper,#1,76.8,187,64,64,"1,198"
652,Helsingborgs IF,Swedish Allsvenskan,7,A. Faltsetas,Center Back,#16,61.32,174,64,64,"1,810"
652,Helsingborgs IF,Swedish Allsvenskan,8,R. Wiedesheim-Paul,Striker,#15,74.4,150,63,70,"1,590"
652,Helsingborgs IF,Swedish Allsvenskan,9,Arian Kabashi,Center Attacking Midfielder,#7,61.32,157,63,64,"1,606"
652,Helsingborgs IF,Swedish Allsvenskan,10,Casper Widell,Center Back,#3,75.6,190,62,77,"1,394"
652,Helsingborgs IF,Swedish Allsvenskan,11,Charlie Weberg,Center Back,#21,73.2,163,62,68,"1,475"
652,Helsingborgs IF,Swedish Allsvenskan,12,Kalle Joelsson,Goalkeeper,#25,72,163,62,67,"1,142"
652,Helsingborgs IF,Swedish Allsvenskan,13,B. Olsen,Center Attacking Midfielder,#5,61.2,165,62,65,"1,749"
652,Helsingborgs IF,Swedish Allsvenskan,14,V. Davidsen,Left Back,#4,61.2,159,62,62,"1,638"
652,Helsingborgs IF,Swedish Allsvenskan,15,Amar Muhsin,Striker,#33,75.6,172,61,65,"1,405"
652,Helsingborgs IF,Swedish Allsvenskan,16,Philip Rejnhold,Center Back,#2,61.2,165,61,62,"1,502"
652,Helsingborgs IF,Swedish Allsvenskan,17,Sumar Almadjed,Center Midfielder,#8,72,168,61,62,"1,690"
652,Helsingborgs IF,Swedish Allsvenskan,18,Joseph Amoako,Right Midfielder,#29,61.2,154,60,75,"1,462"
652,Helsingborgs IF,Swedish Allsvenskan,19,Victor Blixt,Right Back,#28,72,159,60,70,"1,558"
652,Helsingborgs IF,Swedish Allsvenskan,20,Benjamin Acquah,Center Midfielder,#27,61.32,154,60,68,"1,621"
652,Helsingborgs IF,Swedish Allsvenskan,21,Ali Suljic,Center Back,#23,74.4,174,60,67,"1,327"
652,Helsingborgs IF,Swedish Allsvenskan,22,Wilhelm Loeper,Right Midfielder,#13,74.4,165,60,63,"1,549"
652,Helsingborgs IF,Swedish Allsvenskan,23,Emil Hellman,Left Back,#24,72,174,59,68,"1,458"
652,Helsingborgs IF,Swedish Allsvenskan,24,Dennis Olsson,Left Midfielder,#20,61.2,161,59,68,"1,422"
652,Helsingborgs IF,Swedish Allsvenskan,25,Diego Fumaça,Center Defensive Midfielder,#42,70.8,154,59,60,"1,525"
652,Helsingborgs IF,Swedish Allsvenskan,26,Amin Al-Hamawi,Striker,#41,61.32,170,58,74,"1,353"
652,Helsingborgs IF,Swedish Allsvenskan,27,Nils Arvidsson,Goalkeeper,#40,73.2,165,54,70,888
652,Helsingborgs IF,Swedish Allsvenskan,28,V. Göransson,Right Midfielder,#26,70.8,150,53,62,"1,516"
653,Derry City,Rep. Ireland Premier Division,1,Michael Duffy,Left Midfielder,#7,61.2,165,66,66,"1,748"
653,Derry City,Rep. Ireland Premier Division,2,Will Patching,Center Attacking Midfielder,#14,73.2,154,65,70,"1,748"
653,Derry City,Rep. Ireland Premier Division,3,P. McEleney,Center Attacking Midfielder,#10,61.32,185,65,65,"1,733"
653,Derry City,Rep. Ireland Premier Division,4,Mark Connolly,Center Back,#6,73.2,170,63,63,"1,415"
653,Derry City,Rep. Ireland Premier Division,5,Brian Maher,Goalkeeper,#26,73.2,172,61,68,"1,128"
653,Derry City,Rep. Ireland Premier Division,6,C. Dummigan,Center Defensive Midfielder,#23,61.32,154,61,64,"1,585"
653,Derry City,Rep. Ireland Premier Division,7,Jamie McGonigle,Striker,#9,72,170,61,62,"1,519"
653,Derry City,Rep. Ireland Premier Division,8,Ciaron Harkin,Center Midfielder,#4,61.32,165,61,61,"1,642"
653,Derry City,Rep. Ireland Premier Division,9,Ronan Boyce,Right Back,#2,61.32,163,60,71,"1,573"
653,Derry City,Rep. Ireland Premier Division,10,C. McJannet,Center Back,#17,61.32,163,60,69,"1,540"
653,Derry City,Rep. Ireland Premier Division,11,Declan Glass,Center Attacking Midfielder,#21,70.8,148,60,66,"1,638"
653,Derry City,Rep. Ireland Premier Division,12,Sadou Diallo,Center Defensive Midfielder,#15,74.4,181,60,64,"1,628"
653,Derry City,Rep. Ireland Premier Division,13,Ciarán Coll,Left Back,#3,61.2,141,60,60,"1,512"
653,Derry City,Rep. Ireland Premier Division,14,Jordan McEneff,Center Attacking Midfielder,#22,72,168,59,70,"1,488"
653,Derry City,Rep. Ireland Premier Division,15,Joe Thomson,Center Attacking Midfielder,#8,61.2,150,59,64,"1,648"
653,Derry City,Rep. Ireland Premier Division,16,James Akintunde,Striker,#11,70.8,165,59,60,"1,568"
653,Derry City,Rep. Ireland Premier Division,17,Daniel Lafferty,Left Wing Back,#24,61.32,168,59,59,"1,618"
653,Derry City,Rep. Ireland Premier Division,18,Shane McEleney,Center Back,#16,76.8,216,58,58,"1,323"
653,Derry City,Rep. Ireland Premier Division,19,B. Kavanagh,Left Midfielder,#20,69.6,139,57,65,"1,471"
653,Derry City,Rep. Ireland Premier Division,20,Ryan Graydon,Center Attacking Midfielder,#19,74.4,172,56,61,"1,450"
653,Derry City,Rep. Ireland Premier Division,21,Evan McLaughlin,Center Attacking Midfielder,#25,70.8,157,55,69,"1,429"
653,Derry City,Rep. Ireland Premier Division,22,Cian Kavanagh,Striker,#29,75.6,152,54,66,"1,403"
653,Derry City,Rep. Ireland Premier Division,23,C. McLaughlin,Center Attacking Midfielder,#50,70.8,154,51,59,"1,261"
653,Derry City,Rep. Ireland Premier Division,24,Caoimhin Porter,Right Back,#33,70.8,154,50,62,"1,331"
653,Derry City,Rep. Ireland Premier Division,25,O. McLaughlin,Center Attacking Midfielder,#34,68.4,150,49,63,"1,327"
653,Derry City,Rep. Ireland Premier Division,26,Jack Lemoignan,Goalkeeper,#30,73.2,168,49,60,849
653,Derry City,Rep. Ireland Premier Division,27,Liam Mullan,Right Midfielder,#38,68.4,143,47,67,"1,333"
653,Derry City,Rep. Ireland Premier Division,28,D. McCallion,Center Back,#37,61.2,143,47,61,"1,113"
654,Meizhou Hakka,Chinese Super League,1,Rade Dugalić,Center Back,#20,76.8,201,70,70,"1,618"
654,Meizhou Hakka,Chinese Super League,2,Hongbo Yin,Right Midfielder,#10,61.32,159,66,66,"1,756"
654,Meizhou Hakka,Chinese Super League,3,N. Kosović,Center Attacking Midfielder,#27,61.2,148,64,65,"1,773"
654,Meizhou Hakka,Chinese Super League,4,Shuai Li,Left Midfielder,#30,70.8,150,64,64,"1,700"
654,Meizhou Hakka,Chinese Super League,5,Junjian Liao,Center Back,#6,72,170,63,63,"1,677"
654,Meizhou Hakka,Chinese Super League,6,Wei Wang,Left Back,#21,72,165,63,63,"1,705"
654,Meizhou Hakka,Chinese Super League,7,C. Egbuchulam,Striker,#11,70.8,154,62,62,"1,516"
654,Meizhou Hakka,Chinese Super League,8,Xueming Liang,Center Attacking Midfielder,#8,70.8,154,61,62,"1,591"
654,Meizhou Hakka,Chinese Super League,9,Rodrigo Henrique,Right Midfielder,#25,61.2,159,61,61,"1,533"
654,Meizhou Hakka,Chinese Super League,10,A. Vukanović,Striker,#9,74.4,179,60,60,"1,517"
654,Meizhou Hakka,Chinese Super League,11,Yu Hou,Goalkeeper,#22,76.8,176,60,60,841
654,Meizhou Hakka,Chinese Super League,12,Zhechao Chen,Left Back,#15,70.8,159,59,59,"1,484"
654,Meizhou Hakka,Chinese Super League,13,Yihu Yang,Left Midfielder,#17,61.32,157,57,57,"1,574"
654,Meizhou Hakka,Chinese Super League,14,Wei Cui,Right Midfielder,#23,61.2,130,56,56,"1,623"
654,Meizhou Hakka,Chinese Super League,15,Yilin Yang,Right Midfielder,#19,70.8,152,55,59,"1,378"
654,Meizhou Hakka,Chinese Super League,16,Congyao Yin,Center Attacking Midfielder,#12,72,163,55,57,"1,494"
654,Meizhou Hakka,Chinese Super League,17,Liang Shi,Center Defensive Midfielder,#13,61.2,161,55,55,"1,631"
654,Meizhou Hakka,Chinese Super League,18,Chaosheng Yang,Right Wing,#16,70.8,165,55,55,"1,499"
654,Meizhou Hakka,Chinese Super League,19,Guokang Chen,Right Midfielder,#37,69.6,146,54,58,"1,364"
654,Meizhou Hakka,Chinese Super League,20,Sheng Liu,Center Back,#33,73.2,172,53,53,"1,204"
654,Meizhou Hakka,Chinese Super League,21,Lei Xu,Center Defensive Midfielder,#32,61.2,163,52,59,"1,384"
654,Meizhou Hakka,Chinese Super League,22,Junjie Wen,Center Back,#2,72,159,52,56,"1,194"
654,Meizhou Hakka,Chinese Super League,23,Yi Guo,Right Midfielder,#7,69.6,152,51,51,"1,280"
654,Meizhou Hakka,Chinese Super League,24,Gaoling Mai,Goalkeeper,#1,74.4,159,50,58,851
654,Meizhou Hakka,Chinese Super League,25,Junfeng Li,Right Back,#3,70.8,150,50,54,"1,260"
654,Meizhou Hakka,Chinese Super League,26,Haochang Cai,Center Defensive Midfielder,#28,68.4,143,50,54,"1,363"
654,Meizhou Hakka,Chinese Super League,27,Liang Huo,Right Back,#18,61.2,159,49,49,"1,209"
654,Meizhou Hakka,Chinese Super League,28,Xiongtao Deng,Goalkeeper,#35,75.6,172,48,61,762
655,Tranmere Rovers,English League Two,1,J. Dacres-Cogley,Right Wing Back,#2,70.8,150,65,66,"1,759"
655,Tranmere Rovers,English League Two,2,Ethan Bristow,Left Back,#3,74.4,150,64,71,"1,603"
655,Tranmere Rovers,English League Two,3,Jordan Turnbull,Center Back,#14,73.2,159,64,64,"1,463"
655,Tranmere Rovers,English League Two,4,Dynel Simeu,Center Back,#26,74.4,165,63,73,"1,455"
655,Tranmere Rovers,English League Two,5,Josh Hawkes,Center Attacking Midfielder,#11,61.32,154,63,68,"1,610"
655,Tranmere Rovers,English League Two,6,Kieron Morris,Right Midfielder,#7,61.2,157,63,63,"1,789"
655,Tranmere Rovers,English League Two,7,Tom Davies,Center Back,#5,73.2,172,63,63,"1,435"
655,Tranmere Rovers,English League Two,8,L. O'Connor,Center Midfielder,#4,61.2,165,62,66,"1,781"
655,Tranmere Rovers,English League Two,9,Ross Doohan,Goalkeeper,#1,73.2,165,62,65,"1,106"
655,Tranmere Rovers,English League Two,10,Kane Hemmings,Striker,#10,73.2,172,62,62,"1,563"
655,Tranmere Rovers,English League Two,11,Elliott Nevitt,Striker,#20,72,176,61,63,"1,555"
655,Tranmere Rovers,English League Two,12,Chris Merrie,Center Defensive Midfielder,#6,70.8,154,61,63,"1,685"
655,Tranmere Rovers,English League Two,13,Neill Byrne,Center Back,#19,75.6,154,61,61,"1,361"
655,Tranmere Rovers,English League Two,14,Paul Lewis,Center Midfielder,#22,73.2,159,60,60,"1,688"
655,Tranmere Rovers,English League Two,15,Joe Murphy,Goalkeeper,#13,74.4,194,60,60,"1,051"
655,Tranmere Rovers,English League Two,16,Kyle Jameson,Center Back,#18,72,174,59,64,"1,371"
655,Tranmere Rovers,English League Two,17,Paul Glatzel,Striker,#9,70.8,148,58,63,"1,501"
655,Tranmere Rovers,English League Two,18,Charlie Jolley,Striker,#12,61.2,168,58,62,"1,415"
655,Tranmere Rovers,English League Two,19,Luke Robinson,Left Back,#21,70.8,159,58,60,"1,395"
655,Tranmere Rovers,English League Two,20,Mateusz Hewelt,Goalkeeper,#23,75.6,172,58,60,996
655,Tranmere Rovers,English League Two,21,Jon Nolan,Center Midfielder,#16,61.32,159,58,58,"1,679"
655,Tranmere Rovers,English League Two,22,Rhys Hughes,Center Attacking Midfielder,#17,61.32,159,57,64,"1,586"
655,Tranmere Rovers,English League Two,23,Joel Mumbongo,Striker,#25,74.4,176,57,61,"1,466"
655,Tranmere Rovers,English League Two,24,Ben Hockenhull,Center Back,#15,73.2,170,56,64,"1,294"
655,Tranmere Rovers,English League Two,25,Reece McAlear,Right Midfielder,#8,73.2,165,56,63,"1,558"
655,Tranmere Rovers,English League Two,26,Jake Burton,Striker,#27,61.32,163,55,61,"1,333"
655,Tranmere Rovers,English League Two,27,Arthur Lomax,Striker,#30,61.2,152,50,60,"1,280"
655,Tranmere Rovers,English League Two,28,Jack Williams,Right Midfielder,#31,70.8,152,50,59,"1,419"
656,Sutton United,English League Two,1,Craig Eastmond,Center Defensive Midfielder,#15,72,165,64,64,"1,819"
656,Sutton United,English League Two,2,Ben Goodliffe,Center Back,#5,73.2,176,63,68,"1,394"
656,Sutton United,English League Two,3,Will Randall,Left Midfielder,#11,70.8,143,63,64,"1,592"
656,Sutton United,English League Two,4,Joe Kizzi,Right Back,#22,73.2,176,63,63,"1,694"
656,Sutton United,English League Two,5,Alistair Smith,Center Attacking Midfielder,#8,73.2,161,62,67,"1,755"
656,Sutton United,English League Two,6,Louis John,Center Back,#6,74.4,187,62,63,"1,481"
656,Sutton United,English League Two,7,Robert Milsom,Left Back,#24,70.8,159,62,62,"1,746"
656,Sutton United,English League Two,8,Omar Bugiel,Striker,#9,73.2,176,62,62,"1,633"
656,Sutton United,English League Two,9,Aaron Pierre,Center Back,#26,73.2,194,62,62,"1,504"
656,Sutton United,English League Two,10,Lewis Ward,Goalkeeper,#34,78,179,61,64,"1,130"
656,Sutton United,English League Two,11,Jack Rose,Goalkeeper,#1,75.6,165,61,62,"1,062"
656,Sutton United,English League Two,12,Harry Beautyman,Right Midfielder,#10,61.2,163,61,61,"1,721"
656,Sutton United,English League Two,13,Enzio Boldewijn,Left Midfielder,#7,72,165,61,61,"1,598"
656,Sutton United,English League Two,14,Sam Hart,Left Back,#3,72,154,59,60,"1,618"
656,Sutton United,English League Two,15,Kwame Thomas,Striker,#39,75.6,168,59,59,"1,556"
656,Sutton United,English League Two,16,Josh Neufville,Striker,#20,72,161,58,63,"1,410"
656,Sutton United,English League Two,17,Donovan Wilson,Striker,#25,61.32,154,58,60,"1,426"
656,Sutton United,English League Two,18,Coby Rowe,Center Back,#4,76.8,190,58,60,"1,304"
656,Sutton United,English League Two,19,Jonathan Barden,Right Back,#2,61.32,176,57,57,"1,514"
656,Sutton United,English League Two,20,Luke Gambin,Right Midfielder,#21,67.2,154,57,57,"1,546"
656,Sutton United,English League Two,21,Brad House,Goalkeeper,#13,72,154,55,60,853
656,Sutton United,English League Two,22,Tope Fadahunsi,Striker,#19,69.6,143,55,59,"1,400"
656,Sutton United,English League Two,23,Charley Kendall,Striker,#23,61.32,157,54,63,"1,369"
656,Sutton United,English League Two,24,F. Chalupniczak,Goalkeeper,#30,73.2,187,51,63,806
656,Sutton United,English League Two,25,Kylian Kouassi,Right Midfielder,#27,68.4,154,51,59,"1,433"
657,Seongnam FC,Korean K League 1,1,Young Kwang Kim,Goalkeeper,#41,72,192,69,69,"1,154"
657,Seongnam FC,Korean K League 1,2,Si Young Lee,Right Wing Back,#2,69.6,143,68,69,"1,664"
657,Seongnam FC,Korean K League 1,3,Manuel Palacios,Right Midfielder,#11,72,165,67,67,"1,766"
657,Seongnam FC,Korean K League 1,4,Je Woon Yeon,Center Back,#32,73.2,172,66,66,"1,556"
657,Seongnam FC,Korean K League 1,5,Fejsal Mulić,Striker,#8,81.6,185,66,66,"1,507"
657,Seongnam FC,Korean K League 1,6,Sang Hoon Ma,Center Back,#5,72,185,65,65,"1,426"
657,Seongnam FC,Korean K League 1,7,Dong Woon Shim,Right Midfielder,#30,68.4,148,65,65,"1,733"
657,Seongnam FC,Korean K League 1,8,M. Raičković,Center Midfielder,#93,74.4,174,65,65,"1,698"
657,Seongnam FC,Korean K League 1,9,Min Hyeok Kim,Center Back,#92,74.4,161,65,65,"1,378"
657,Seongnam FC,Korean K League 1,10,In Soo Yu,Right Midfielder,#27,61.2,157,64,64,"1,743"
657,Seongnam FC,Korean K League 1,11,Bon Chul Koo,Right Midfielder,#23,69.6,154,63,71,"1,637"
657,Seongnam FC,Korean K League 1,12,Soon Hyung Kwon,Center Midfielder,#7,70.8,154,63,63,"1,725"
657,Seongnam FC,Korean K League 1,13,Jong Ho Lee,Striker,#10,61.32,170,63,63,"1,729"
657,Seongnam FC,Korean K League 1,14,Min Hyeok Kim,Center Midfielder,#13,72,143,63,63,"1,674"
657,Seongnam FC,Korean K League 1,15,Wan Gyu Gwon,Center Back,#3,72,168,63,63,"1,600"
657,Seongnam FC,Korean K League 1,16,Ji Soo Kim,Center Back,#36,76.8,185,62,76,"1,284"
657,Seongnam FC,Korean K League 1,17,Soo Il Park,Right Midfielder,#66,70.8,154,62,62,"1,758"
657,Seongnam FC,Korean K League 1,18,Pil Soo Choe,Goalkeeper,#1,75.6,176,61,61,"1,062"
657,Seongnam FC,Korean K League 1,19,Ji Hoon Lee,Right Back,#18,70.8,152,60,60,"1,440"
657,Seongnam FC,Korean K League 1,20,Yong Ji Park,Striker,#9,72,163,60,60,"1,509"
657,Seongnam FC,Korean K League 1,21,Kwang Sun Kwak,Center Back,#20,73.2,168,60,60,"1,594"
657,Seongnam FC,Korean K League 1,22,Ji Moog Choi,Left Back,#34,61.2,146,59,66,"1,482"
657,Seongnam FC,Korean K League 1,23,Jae won Lee,Center Attacking Midfielder,#15,68.4,146,59,61,"1,599"
657,Seongnam FC,Korean K League 1,24,Eui Bin Kang,Center Back,#4,74.4,190,57,62,"1,245"
657,Seongnam FC,Korean K League 1,25,Jin Beom An,Center Attacking Midfielder,#22,70.8,146,56,56,"1,598"
657,Seongnam FC,Korean K League 1,26,Ji won Park,Striker,#28,66,139,54,64,"1,419"
657,Seongnam FC,Korean K League 1,27,Hun Min Kim,Right Back,#37,69.6,154,53,61,"1,345"
657,Seongnam FC,Korean K League 1,28,Jae Woo Kang,Center Attacking Midfielder,#25,61.2,159,52,63,"1,477"
658,Dalian Professional Football Club,Chinese Super League,1,Vas Nuñez,Center Back,#44,75.6,170,68,68,"1,497"
658,Dalian Professional Football Club,Chinese Super League,2,Xiangchuang Yan,Striker,#39,70.8,146,63,63,"1,616"
658,Dalian Professional Football Club,Chinese Super League,3,Lei Tong,Right Wing Back,#16,61.2,146,62,66,"1,663"
658,Dalian Professional Football Club,Chinese Super League,4,Liangming Lin,Right Midfielder,#7,61.32,161,62,62,"1,551"
658,Dalian Professional Football Club,Chinese Super League,5,Peng Lü,Center Back,#31,72,168,62,62,"1,617"
658,Dalian Professional Football Club,Chinese Super League,6,Chong Zhang,Goalkeeper,#1,75.6,179,61,61,"1,055"
658,Dalian Professional Football Club,Chinese Super League,7,Longchang Lin,Center Back,#2,74.4,181,61,61,"1,344"
658,Dalian Professional Football Club,Chinese Super League,8,Yanfeng Dong,Center Back,#22,72,165,60,62,"1,528"
658,Dalian Professional Football Club,Chinese Super League,9,Guowen Sun,Left Back,#11,72,161,60,60,"1,634"
658,Dalian Professional Football Club,Chinese Super League,10,Pengfei Shan,Center Back,#3,72,174,59,59,"1,474"
658,Dalian Professional Football Club,Chinese Super League,11,Ting Zhu,Center Midfielder,#8,61.2,148,58,58,"1,582"
658,Dalian Professional Football Club,Chinese Super League,12,Yu Fei,Center Defensive Midfielder,#28,74.4,183,58,58,"1,520"
658,Dalian Professional Football Club,Chinese Super League,13,Xianjun Wang,Center Back,#6,73.2,157,56,66,"1,447"
658,Dalian Professional Football Club,Chinese Super League,14,Wei Wu,Center Defensive Midfielder,#5,72,159,56,58,"1,529"
658,Dalian Professional Football Club,Chinese Super League,15,Yaopeng Wang,Center Back,#13,74.4,176,56,57,"1,319"
658,Dalian Professional Football Club,Chinese Super League,16,Yin Shang,Right Midfielder,#23,61.2,161,56,56,"1,510"
658,Dalian Professional Football Club,Chinese Super League,17,Jiahui Huang,Center Defensive Midfielder,#14,72,163,55,63,"1,438"
658,Dalian Professional Football Club,Chinese Super League,18,Cui Ming'an,Center Defensive Midfielder,#26,61.32,154,55,55,"1,535"
658,Dalian Professional Football Club,Chinese Super League,19,Yupeng He,Right Midfielder,#18,72,152,54,61,"1,420"
658,Dalian Professional Football Club,Chinese Super League,20,Zhiwei Song,Center Back,#33,73.2,176,53,53,"1,531"
658,Dalian Professional Football Club,Chinese Super League,21,Jinshuai Wang,Goalkeeper,#36,73.2,165,52,59,857
658,Dalian Professional Football Club,Chinese Super League,22,Jianbo Zhao,Striker,#15,61.32,159,51,60,"1,284"
658,Dalian Professional Football Club,Chinese Super League,23,Jiansheng Zhang,Striker,#12,70.8,146,51,58,"1,307"
658,Dalian Professional Football Club,Chinese Super League,24,Wang Zhen'ao,Right Wing,#19,68.4,128,50,57,"1,300"
658,Dalian Professional Football Club,Chinese Super League,25,Kudirat Ablet,Goalkeeper,#32,76.8,185,50,53,797
658,Dalian Professional Football Club,Chinese Super League,26,Zeyuan Feng,Striker,#25,61.32,154,48,58,"1,236"
